customer_id,gender,age,city,region,registration_date,acquisition_channel
CUST000096,Female,27,Ankara,Central Anatolia,2024-11-15,Paid Search
CUST000097,Female,34,Ankara,Central Anatolia,2023-12-24,Social
CUST000098,Male,22,Istanbul,Marmara,2024-05-13,Referral
CUST000099,Male,32,Van,Eastern Anatolia,2023-12-01,Referral
CUST000100,Male,45,Ankara,Central Anatolia,2024-07-16,Organic Search
CUST000101,Male,29,Trabzon,Black Sea,2024-07-06,Organic Search
CUST000102,Male,33,Kirsehir,Central Anatolia,2024-11-08,Social
CUST000103,Male,26,Bursa,Marmara,2024-01-18,Social
CUST000104,Male,34,Yozgat,Central Anatolia,2024-01-29,Organic Search
CUST000105,Female,28,Istanbul,Marmara,2024-01-15,Social
CUST000106,Male,27,Sakarya,Marmara,2023-12-08,Marketplace Ads
CUST000107,Female,30,Antalya,Mediterranean,2024-04-05,Social
CUST000108,Male,27,Antalya,Mediterranean,2025-09-20,Organic Search
CUST000109,Male,27,Ankara,Central Anatolia,2024-09-11,Organic Search
CUST000110,Female,36,Sivas,Central Anatolia,2024-08-25,Email
CUST000111,Male,31,Mersin,Mediterranean,2024-04-03,Paid Search
CUST000112,Male,23,Istanbul,Marmara,2024-03-11,Organic Search
CUST000113,Male,35,Istanbul,Marmara,2024-01-11,Organic Search
CUST000114,Female,46,Istanbul,Marmara,2024-04-13,Organic Search
CUST000115,Female,32,Istanbul,Marmara,2024-06-18,Email
CUST000116,Female,41,Gaziantep,Southeastern Anatolia,2024-10-16,Referral
CUST000117,Female,27,Mus,Eastern Anatolia,2024-07-10,Marketplace Ads
CUST000118,Male,33,Istanbul,Marmara,2023-12-30,Social
CUST000119,Female,42,Istanbul,Marmara,2024-01-08,Email
CUST000120,Male,27,Balikesir,Marmara,2025-07-17,Organic Search
CUST000121,Male,22,Diyarbakir,Southeastern Anatolia,2023-12-19,Organic Search
CUST000122,Female,29,Sivas,Central Anatolia,2025-11-13,Paid Search
CUST000123,Male,29,Sakarya,Marmara,2024-04-25,Organic Search
CUST000124,Female,28,Bingol,Eastern Anatolia,2024-09-12,Marketplace Ads
CUST000125,Female,34,Istanbul,Marmara,2025-01-28,Email
CUST000126,Female,24,Tokat,Black Sea,2024-03-01,Organic Search
CUST000127,Male,22,Istanbul,Marmara,2024-01-14,Organic Search
CUST000128,Male,33,Izmir,Aegean,2024-01-21,Paid Search
CUST000129,Male,34,Istanbul,Marmara,2024-11-23,Social
CUST000130,Male,40,Antalya,Mediterranean,2023-12-14,Referral
CUST000131,Male,26,Sakarya,Marmara,2024-04-02,Paid Search
CUST000132,Female,62,Balikesir,Marmara,2025-09-28,Email
CUST000133,Male,36,Kocaeli,Marmara,2024-01-28,Organic Search
CUST000134,Male,30,Antalya,Mediterranean,2024-04-09,Organic Search
CUST000135,Male,28,Istanbul,Marmara,2024-05-23,Marketplace Ads
CUST000136,Female,24,Bursa,Marmara,2024-04-13,Referral
CUST000137,Male,33,Balikesir,Marmara,2024-02-14,Referral
CUST000138,Male,34,Kilis,Southeastern Anatolia,2024-01-13,Social
CUST000139,Male,31,Tekirdag,Marmara,2024-04-04,Paid Search
CUST000140,Female,35,Aydin,Aegean,2024-03-17,Social
CUST000141,Female,32,Afyonkarahisar,Aegean,2025-03-27,Marketplace Ads
CUST000142,Male,38,Istanbul,Marmara,2024-02-14,Organic Search
CUST000143,Female,35,Istanbul,Marmara,2024-03-18,Marketplace Ads
CUST000144,Female,50,Izmir,Aegean,2025-10-25,Organic Search
CUST000145,Female,35,Nevsehir,Central Anatolia,2024-01-12,Social
CUST000146,Male,25,Usak,Aegean,2023-12-03,Referral
CUST000147,Male,36,Kocaeli,Marmara,2024-11-04,Organic Search
CUST000148,Female,37,Istanbul,Marmara,2024-02-15,Social
CUST000149,Male,27,Antalya,Mediterranean,2024-03-17,Email
CUST000150,Male,30,Istanbul,Marmara,2025-04-11,Organic Search
CUST000151,Female,24,Samsun,Black Sea,2023-12-30,Organic Search
CUST000152,Male,28,Mugla,Aegean,2024-07-17,Social
CUST000153,Male,42,Cankiri,Central Anatolia,2023-12-03,Referral
CUST000154,Female,38,Tunceli,Eastern Anatolia,2024-07-02,Social
CUST000155,Male,29,Adana,Mediterranean,2024-10-10,Marketplace Ads
CUST000156,Male,20,Izmir,Aegean,2024-03-01,Organic Search
CUST000157,Female,25,Sirnak,Southeastern Anatolia,2024-02-23,Organic Search
CUST000158,Male,39,Tokat,Black Sea,2024-02-22,Organic Search
CUST000159,Male,25,Istanbul,Marmara,2024-01-09,Organic Search
CUST000160,Male,24,Osmaniye,Mediterranean,2023-12-20,Organic Search
CUST000161,Male,29,Istanbul,Marmara,2024-08-29,Organic Search
CUST000162,Female,24,Ankara,Central Anatolia,2023-12-20,Email
CUST000163,Female,32,Istanbul,Marmara,2025-04-16,Social
CUST000164,Female,44,Trabzon,Black Sea,2024-04-11,Social
CUST000165,Female,31,Nigde,Central Anatolia,2024-02-14,Social
CUST000166,Female,46,Adana,Mediterranean,2024-11-23,Organic Search
CUST000167,Male,37,Izmir,Aegean,2023-12-09,Paid Search
CUST000168,Male,47,Manisa,Aegean,2025-04-21,Organic Search
CUST000169,Male,21,Sanliurfa,Southeastern Anatolia,2024-02-11,Email
CUST000170,Male,35,Istanbul,Marmara,2024-01-19,Social
CUST000171,Male,24,Van,Eastern Anatolia,2024-02-02,Referral
CUST000172,Male,34,Aksaray,Central Anatolia,2024-02-11,Organic Search
CUST000173,Female,43,Aydin,Aegean,2025-09-22,Social
CUST000174,Male,37,Diyarbakir,Southeastern Anatolia,2024-06-26,Email
CUST000175,Female,43,Sakarya,Marmara,2024-02-23,Paid Search
CUST000176,Female,38,Diyarbakir,Southeastern Anatolia,2024-06-27,Social
CUST000177,Male,35,Izmir,Aegean,2024-05-22,Organic Search
CUST000178,Male,21,Afyonkarahisar,Aegean,2024-02-06,Marketplace Ads
CUST000179,Female,34,Mugla,Aegean,2024-06-27,Marketplace Ads
CUST000180,Male,35,Ordu,Black Sea,2023-12-13,Email
CUST000181,Female,32,Istanbul,Marmara,2024-10-12,Organic Search
CUST000182,Male,32,Isparta,Mediterranean,2024-03-07,Organic Search
CUST000183,Male,37,Adiyaman,Southeastern Anatolia,2024-03-29,Organic Search
CUST000184,Female,35,Istanbul,Marmara,2024-05-03,Paid Search
CUST000185,Male,40,Istanbul,Marmara,2024-03-27,Paid Search
CUST000186,Male,34,Istanbul,Marmara,2024-01-30,Marketplace Ads
CUST000187,Male,30,Giresun,Black Sea,2025-05-18,Social
CUST000188,Male,22,Antalya,Mediterranean,2025-05-14,Paid Search
CUST000189,Male,29,Konya,Central Anatolia,2024-01-23,Social
CUST000190,Female,29,Sakarya,Marmara,2024-06-15,Organic Search
CUST000191,Female,44,Izmir,Aegean,2024-01-15,Email
CUST000192,Male,24,Kocaeli,Marmara,2024-02-08,Referral
CUST000193,Male,37,Izmir,Aegean,2025-02-03,Email
CUST000194,Male,36,Gaziantep,Southeastern Anatolia,2023-12-18,Marketplace Ads
CUST000195,Female,29,Hakkari,Eastern Anatolia,2024-10-12,Organic Search
CUST000196,Female,30,Istanbul,Marmara,2024-01-29,Paid Search
CUST000197,Male,26,Istanbul,Marmara,2024-04-21,Paid Search
CUST000198,Female,30,Cankiri,Central Anatolia,2024-01-30,Organic Search
CUST000199,Female,20,Kirikkale,Central Anatolia,2024-12-16,Organic Search
CUST000200,Female,46,Mardin,Southeastern Anatolia,2025-05-13,Organic Search
CUST000201,Male,43,Izmir,Aegean,2025-07-28,Referral
CUST000202,Male,40,Istanbul,Marmara,2024-11-24,Organic Search
CUST000203,Female,44,Diyarbakir,Southeastern Anatolia,2024-12-26,Paid Search
CUST000204,Female,35,Ankara,Central Anatolia,2024-01-21,Social
CUST000205,Female,25,Adana,Mediterranean,2024-05-05,Organic Search
CUST000206,Male,19,Izmir,Aegean,2024-06-01,Organic Search
CUST000207,Male,35,Kayseri,Central Anatolia,2024-08-08,Referral
CUST000208,Female,26,Kocaeli,Marmara,2025-10-05,Paid Search
CUST000209,Female,32,Tokat,Black Sea,2024-09-11,Organic Search
CUST000210,Female,26,Bolu,Black Sea,2024-02-12,Marketplace Ads
CUST000211,Male,26,Ankara,Central Anatolia,2025-03-12,Organic Search
CUST000212,Female,34,Istanbul,Marmara,2025-08-02,Email
CUST000213,Female,21,Balikesir,Marmara,2024-01-04,Referral
CUST000214,Male,22,Aksaray,Central Anatolia,2023-12-25,Social
CUST000215,Male,30,Gaziantep,Southeastern Anatolia,2024-04-23,Social
CUST000216,Male,26,Istanbul,Marmara,2024-04-08,Email
CUST000217,Male,38,Diyarbakir,Southeastern Anatolia,2024-05-29,Social
CUST000218,Male,30,Antalya,Mediterranean,2024-01-23,Email
CUST000219,Male,34,Istanbul,Marmara,2024-03-11,Organic Search
CUST000220,Male,25,Manisa,Aegean,2024-03-07,Organic Search
CUST000221,Male,23,Eskisehir,Central Anatolia,2025-06-07,Paid Search
CUST000222,Female,43,Diyarbakir,Southeastern Anatolia,2025-04-22,Email
CUST000223,Female,41,Sivas,Central Anatolia,2024-03-16,Organic Search
CUST000224,Male,34,Manisa,Aegean,2023-11-23,Email
CUST000225,Male,30,Rize,Black Sea,2024-01-07,Organic Search
CUST000226,Female,31,Izmir,Aegean,2025-10-17,Marketplace Ads
CUST000227,Male,34,Antalya,Mediterranean,2024-01-23,Organic Search
CUST000228,Female,39,Burdur,Mediterranean,2024-01-07,Paid Search
CUST000229,Female,21,Istanbul,Marmara,2024-02-08,Organic Search
CUST000230,Male,28,Tekirdag,Marmara,2024-10-30,Paid Search
CUST000231,Male,44,Antalya,Mediterranean,2024-09-24,Paid Search
CUST000232,Male,28,Karabuk,Black Sea,2023-12-14,Social
CUST000233,Male,40,Istanbul,Marmara,2025-04-18,Organic Search
CUST000234,Female,38,Istanbul,Marmara,2024-03-17,Marketplace Ads
CUST000235,Male,25,Istanbul,Marmara,2024-08-11,Marketplace Ads
CUST000236,Female,20,Ankara,Central Anatolia,2024-10-29,Organic Search
CUST000237,Male,27,Izmir,Aegean,2024-11-18,Organic Search
CUST000238,Male,29,Adana,Mediterranean,2024-01-21,Organic Search
CUST000239,Female,20,Edirne,Marmara,2024-11-24,Referral
CUST000240,Female,32,Bursa,Marmara,2025-12-02,Organic Search
CUST000241,Male,22,Gaziantep,Southeastern Anatolia,2025-02-15,Marketplace Ads
CUST000242,Male,37,Istanbul,Marmara,2025-11-10,Marketplace Ads
CUST000243,Male,33,Samsun,Black Sea,2024-10-28,Email
CUST000244,Male,23,Istanbul,Marmara,2024-02-10,Referral
CUST000245,Male,23,Van,Eastern Anatolia,2024-05-22,Organic Search
CUST000246,Male,26,Antalya,Mediterranean,2024-01-09,Organic Search
CUST000247,Male,31,Trabzon,Black Sea,2024-06-11,Referral
CUST000248,Male,19,Istanbul,Marmara,2025-04-24,Email
CUST000249,Male,23,Ordu,Black Sea,2024-11-05,Social
CUST000250,Male,37,Usak,Aegean,2025-05-14,Referral
CUST000251,Male,25,Istanbul,Marmara,2023-12-26,Referral
CUST000252,Male,31,Istanbul,Marmara,2024-03-31,Referral
CUST000253,Male,30,Tekirdag,Marmara,2024-03-23,Paid Search
CUST000254,Female,40,Aydin,Aegean,2024-02-21,Social
CUST000255,Male,29,Karabuk,Black Sea,2023-12-24,Organic Search
CUST000256,Male,24,Istanbul,Marmara,2025-02-28,Organic Search
CUST000257,Female,24,Mersin,Mediterranean,2024-10-07,Organic Search
CUST000258,Female,27,Istanbul,Marmara,2025-01-11,Social
CUST000259,Female,48,Istanbul,Marmara,2024-02-20,Paid Search
CUST000260,Female,24,Istanbul,Marmara,2024-02-01,Social
CUST000261,Female,27,Bingol,Eastern Anatolia,2024-09-25,Marketplace Ads
CUST000262,Male,27,Istanbul,Marmara,2024-10-06,Marketplace Ads
CUST000263,Female,19,Kocaeli,Marmara,2025-07-20,Organic Search
CUST000264,Male,34,Izmir,Aegean,2023-12-26,Organic Search
CUST000265,Male,29,Denizli,Aegean,2024-02-08,Organic Search
CUST000266,Male,19,Yozgat,Central Anatolia,2025-01-05,Social
CUST000267,Male,37,Mus,Eastern Anatolia,2024-10-31,Organic Search
CUST000268,Male,32,Elazig,Eastern Anatolia,2023-12-10,Social
CUST000269,Male,35,Istanbul,Marmara,2024-01-21,Marketplace Ads
CUST000270,Female,32,Elazig,Eastern Anatolia,2024-01-30,Social
CUST000271,Male,32,Van,Eastern Anatolia,2024-01-12,Referral
CUST000272,Female,44,Konya,Central Anatolia,2023-12-23,Social
CUST000273,Male,22,Istanbul,Marmara,2024-02-04,Paid Search
CUST000274,Male,22,Ankara,Central Anatolia,2024-04-03,Organic Search
CUST000275,Male,35,Adana,Mediterranean,2024-11-23,Organic Search
CUST000276,Male,34,Samsun,Black Sea,2024-04-10,Paid Search
CUST000277,Female,41,Adiyaman,Southeastern Anatolia,2024-02-24,Social
CUST000278,Male,27,Adana,Mediterranean,2025-05-31,Paid Search
CUST000279,Male,38,Istanbul,Marmara,2024-11-17,Organic Search
CUST000280,Male,50,Konya,Central Anatolia,2024-11-22,Organic Search
CUST000281,Male,28,Samsun,Black Sea,2024-01-28,Referral
CUST000282,Male,45,Kocaeli,Marmara,2025-04-20,Social
CUST000283,Female,34,Bursa,Marmara,2024-07-23,Email
CUST000284,Female,32,Istanbul,Marmara,2024-09-10,Organic Search
CUST000285,Male,26,Bolu,Black Sea,2024-07-06,Organic Search
CUST000286,Female,24,Kilis,Southeastern Anatolia,2024-01-22,Social
CUST000287,Female,42,Istanbul,Marmara,2024-02-18,Social
CUST000288,Female,24,Balikesir,Marmara,2024-07-05,Organic Search
CUST000289,Female,23,Van,Eastern Anatolia,2024-10-10,Organic Search
CUST000290,Female,25,Bursa,Marmara,2024-04-23,Social
CUST000291,Male,37,Izmir,Aegean,2025-01-05,Marketplace Ads
CUST000292,Male,48,Kahramanmaras,Mediterranean,2024-07-25,Organic Search
CUST000293,Female,21,Bursa,Marmara,2025-03-28,Paid Search
CUST000294,Female,35,Mersin,Mediterranean,2024-03-13,Organic Search
CUST000295,Female,23,Istanbul,Marmara,2024-03-01,Organic Search
CUST000296,Male,28,Istanbul,Marmara,2024-04-14,Organic Search
CUST000297,Female,23,Antalya,Mediterranean,2025-08-22,Referral
CUST000298,Male,26,Antalya,Mediterranean,2024-07-19,Paid Search
CUST000299,Female,27,Izmir,Aegean,2024-01-17,Marketplace Ads
CUST000300,Female,34,Kirikkale,Central Anatolia,2024-07-26,Organic Search
CUST000301,Female,42,Izmir,Aegean,2025-01-21,Organic Search
CUST000302,Female,39,Kirikkale,Central Anatolia,2024-12-10,Email
CUST000303,Male,20,Hakkari,Eastern Anatolia,2023-12-07,Email
CUST000304,Female,31,Gaziantep,Southeastern Anatolia,2024-03-15,Email
CUST000305,Male,27,Bursa,Marmara,2024-09-01,Referral
CUST000306,Female,39,Istanbul,Marmara,2024-01-31,Organic Search
CUST000307,Male,32,Sanliurfa,Southeastern Anatolia,2025-08-08,Marketplace Ads
CUST000308,Male,53,Burdur,Mediterranean,2024-10-09,Marketplace Ads
CUST000309,Male,33,Istanbul,Marmara,2024-02-15,Marketplace Ads
CUST000310,Male,36,Antalya,Mediterranean,2024-05-21,Referral
CUST000311,Female,38,Gaziantep,Southeastern Anatolia,2024-07-05,Organic Search
CUST000312,Male,31,Konya,Central Anatolia,2024-01-05,Organic Search
CUST000313,Male,19,Ankara,Central Anatolia,2024-01-16,Referral
CUST000314,Male,25,Manisa,Aegean,2024-01-15,Marketplace Ads
CUST000315,Female,20,Ankara,Central Anatolia,2024-11-24,Organic Search
CUST000316,Female,52,Kirklareli,Marmara,2024-08-19,Social
CUST000317,Female,26,Bayburt,Black Sea,2024-05-22,Paid Search
CUST000318,Male,46,Osmaniye,Mediterranean,2024-12-04,Referral
CUST000319,Male,19,Bursa,Marmara,2023-12-15,Organic Search
CUST000320,Female,33,Adana,Mediterranean,2024-09-14,Social
CUST000321,Male,22,Istanbul,Marmara,2024-08-20,Referral
CUST000322,Male,27,Kayseri,Central Anatolia,2023-12-15,Social
CUST000323,Male,27,Ankara,Central Anatolia,2025-05-06,Organic Search
CUST000324,Female,35,Mersin,Mediterranean,2024-01-12,Organic Search
CUST000325,Male,32,Kahramanmaras,Mediterranean,2025-07-22,Organic Search
CUST000326,Male,34,Samsun,Black Sea,2025-06-17,Organic Search
CUST000327,Male,32,Antalya,Mediterranean,2024-01-04,Paid Search
CUST000328,Female,38,Istanbul,Marmara,2024-02-12,Organic Search
CUST000329,Female,39,Antalya,Mediterranean,2024-04-13,Organic Search
CUST000330,Female,35,Bursa,Marmara,2024-02-27,Social
CUST000331,Male,29,Bursa,Marmara,2024-05-06,Organic Search
CUST000332,Female,34,Istanbul,Marmara,2024-03-13,Paid Search
CUST000333,Male,25,Samsun,Black Sea,2023-11-28,Email
CUST000334,Male,36,Ankara,Central Anatolia,2024-03-05,Organic Search
CUST000335,Male,45,Aksaray,Central Anatolia,2025-07-08,Email
CUST000336,Female,37,Isparta,Mediterranean,2024-04-15,Marketplace Ads
CUST000337,Female,28,Bursa,Marmara,2024-06-11,Organic Search
CUST000338,Male,35,Istanbul,Marmara,2025-11-23,Email
CUST000339,Male,27,Corum,Black Sea,2023-12-23,Organic Search
CUST000340,Male,41,Istanbul,Marmara,2025-01-06,Organic Search
CUST000341,Female,37,Ankara,Central Anatolia,2023-12-24,Paid Search
CUST000342,Male,39,Gaziantep,Southeastern Anatolia,2024-03-29,Organic Search
CUST000343,Male,31,Ankara,Central Anatolia,2024-06-12,Social
CUST000344,Male,32,Ankara,Central Anatolia,2024-01-10,Organic Search
CUST000345,Female,40,Tekirdag,Marmara,2025-10-14,Referral
CUST000346,Female,30,Diyarbakir,Southeastern Anatolia,2024-10-28,Email
CUST000347,Female,31,Agri,Eastern Anatolia,2024-01-03,Organic Search
CUST000348,Male,32,Mersin,Mediterranean,2024-03-09,Organic Search
CUST000349,Female,34,Antalya,Mediterranean,2024-07-09,Organic Search
CUST000350,Female,36,Istanbul,Marmara,2023-12-17,Social
CUST000351,Male,35,Antalya,Mediterranean,2024-01-04,Organic Search
CUST000352,Male,50,Istanbul,Marmara,2024-03-08,Email
CUST000353,Male,24,Edirne,Marmara,2024-05-28,Marketplace Ads
CUST000354,Male,22,Adana,Mediterranean,2024-03-31,Paid Search
CUST000355,Male,36,Antalya,Mediterranean,2025-09-24,Email
CUST000356,Male,37,Bursa,Marmara,2025-04-26,Referral
CUST000357,Male,23,Sakarya,Marmara,2024-07-24,Paid Search
CUST000358,Male,33,Mersin,Mediterranean,2024-09-27,Organic Search
CUST000359,Female,29,Bitlis,Eastern Anatolia,2024-02-25,Referral
CUST000360,Male,29,Giresun,Black Sea,2024-06-18,Paid Search
CUST000361,Female,42,Istanbul,Marmara,2023-12-24,Social
CUST000362,Female,43,Osmaniye,Mediterranean,2023-12-22,Organic Search
CUST000363,Male,39,Denizli,Aegean,2025-09-24,Organic Search
CUST000364,Female,28,Istanbul,Marmara,2024-03-19,Social
CUST000365,Female,29,Istanbul,Marmara,2024-03-30,Email
CUST000366,Male,29,Bursa,Marmara,2025-02-05,Marketplace Ads
CUST000367,Female,25,Istanbul,Marmara,2024-03-08,Social
CUST000368,Male,30,Adana,Mediterranean,2024-01-23,Marketplace Ads
CUST000369,Male,40,Istanbul,Marmara,2025-11-09,Referral
CUST000370,Female,26,Bursa,Marmara,2024-10-01,Organic Search
CUST000371,Female,38,Erzurum,Eastern Anatolia,2024-04-07,Social
CUST000372,Male,27,Antalya,Mediterranean,2024-01-26,Organic Search
CUST000373,Male,22,Gaziantep,Southeastern Anatolia,2024-01-16,Organic Search
CUST000374,Male,46,Yozgat,Central Anatolia,2024-08-04,Email
CUST000375,Male,22,Istanbul,Marmara,2024-02-01,Organic Search
CUST000376,Male,19,Istanbul,Marmara,2025-02-11,Organic Search
CUST000377,Male,21,Denizli,Aegean,2025-10-25,Marketplace Ads
CUST000378,Male,24,Istanbul,Marmara,2024-08-13,Referral
CUST000379,Female,30,Izmir,Aegean,2024-07-13,Email
CUST000380,Male,42,Ankara,Central Anatolia,2025-03-01,Paid Search
CUST000381,Female,23,Kocaeli,Marmara,2023-12-11,Email
CUST000382,Male,21,Istanbul,Marmara,2024-01-21,Social
CUST000383,Female,32,Bursa,Marmara,2023-12-29,Email
CUST000384,Male,32,Diyarbakir,Southeastern Anatolia,2025-06-25,Paid Search
CUST000385,Male,46,Istanbul,Marmara,2025-04-03,Email
CUST000386,Male,36,Sakarya,Marmara,2024-06-06,Marketplace Ads
CUST000387,Male,38,Ankara,Central Anatolia,2024-08-22,Social
CUST000388,Female,18,Bursa,Marmara,2024-03-15,Organic Search
CUST000389,Male,46,Antalya,Mediterranean,2024-03-30,Organic Search
CUST000390,Male,20,Elazig,Eastern Anatolia,2025-01-18,Paid Search
CUST000391,Female,32,Istanbul,Marmara,2024-02-09,Paid Search
CUST000392,Female,27,Istanbul,Marmara,2024-07-02,Referral
